nama_usaha,aset,omset,biaya_karyawan,jumlah_pelanggan,Cluster_KMeans,Cluster_KMedoids,Cluster_Agglomerative
UD. Alif Pamungkas,0.10041873038174218,-1.5646124836096844,-1.0243892909940542,-0.07341173833873772,1,0,2
UD. Zidanar Panji,0.7964297232856413,1.0154999282187853,-1.2204650615300643,-0.12620376218931043,1,0,2
UD. Winda Jayengprana,1.3394701126282529,-0.021304770101641064,0.6422547585620317,-0.41128069098240294,1,0,2
UD. Damaris Satria,1.5936844362906903,-0.342073891108853,-0.11753885226500743,1.7109586678106192,1,0,2
UD. Qasya Wiratama,1.5500015082316878,-1.4608344084934723,1.2549915414870634,-0.6541240006950374,1,0,2
UD. Grego Wiraatmaja Nara,1.4091566924441135,-0.440924287294318,0.3236316314410153,0.5671314843815443,1,0,2
UD. Mika Bagaskara,1.0652412652462113,-1.4693981555027384,-0.21557673753301249,-0.2669824924575043,1,0,2
UD. Yora Selaras,0.6769590657855419,-0.6232491827125587,-0.5096903933370276,-0.1402816352161298,1,0,2
UD. Wenny Langit,-0.9067765192626751,1.1339018027493837,1.598124139925081,-1.3369008424957776,0,1,2
UD. Fani Wijaya,1.0667363507537995,1.1974609350180463,-0.8773324630920466,1.306219818289562,1,0,2
UD. Karim Asmaralaya,0.9663496324090808,-1.4544446934308628,0.07853691827100268,0.8310916036344078,1,0,2
UD. Jafar Gandewa,1.4215636324386465,1.2953934019069597,-0.8773324630920466,0.28205455558845177,1,0,2
UD. Elyas Wiraatmaja,-0.24356332403515635,-0.27709592435424457,-0.16655779489900996,0.32780764292561476,0,1,2
UD. Erlangga Wiyata,-1.1939475208929458,-0.9760297933671356,0.9118589430490456,-1.667730858626033,0,1,2
UD. Hasna Saputranegara,-1.6900263372681414,-0.8669171040514008,-0.01950096699700238,-1.255953072591566,0,1,2
UD. Halim Surya,0.20490302269473598,-0.4554187494915267,1.8677283244120948,0.2855740238451566,1,0,2
UD. Farhan Mulyo,0.9758110635901821,1.1866617212362283,1.1569536562190583,-0.6294877228981034,1,0,2
UD. Farhan Sukadarma,-1.457089159733651,1.2893346035613586,1.500086254657076,0.5671314843815443,0,1,2
UD. Qisha Saprahan,1.3224307504953698,1.6709504106400503,0.29912216012401405,0.1483147618336676,1,0,2
UD. Tasya Tunggul,1.2412088757862416,0.893197632681084,0.7402926438300368,1.23934992141217,1,0,2
UD. Yudi Kamajaya,0.5718169212058644,-0.7870477441258502,-1.5635976599680819,-1.0447849771892752,1,0,2
UD. Putri Wiraatmaja Rafif,-0.15782361136100698,0.5084936969905246,0.07853691827100268,1.422362270760822,0,1,2
UD. Olivia Kusumasari,0.6545060590673956,0.5775714943063813,0.5932358159280292,0.5952872304351831,1,0,2
UD. Dea Tunggul Ziva,-0.4701471203296383,1.458308133170183,0.17657480353900773,1.2006357705884165,0,1,2
UD. Iqra Panji,-0.167584498943971,0.6727775794378346,0.201084274856009,0.4685863731938086,0,1,2
UD. Tono Surapati,0.14671110249022784,0.7306898366866366,-1.4900692460170781,-0.7561885801394779,1,0,2
UD. Qisha Kusumah,0.24899266965651293,1.1807230448839205,-0.7547851065070402,-1.3932123346030552,1,0,2
UD. Tari Jayeng,0.2961889022248995,-0.35623807066409124,-1.6371260739190858,-1.1503690248904206,1,0,2
UD. Uli Widhi,-0.45070588356029917,-1.417556180403002,-0.8038040491410428,-0.6083709133578744,0,1,2
UD. Clarissa Cahaya,-1.3622643498406435,-0.7012444281843854,0.10304638958800394,0.15887316660378212,0,1,2
UD. Nisa Hastinapura,-0.46358360709125696,-0.1679421610666093,0.6422547585620317,1.7285560090941436,0,1,2
UD. Chiko Suryaatmaja,-0.9883326283176476,-1.5213372849888396,1.4265578407060722,1.4575569533278705,0,1,2
UD. Damar Panji,-0.4980880866080822,-1.5964583387665903,1.1569536562190583,-1.072940723242914,0,1,2
UD. Qayla Sukarela,0.3928596521677269,0.7944441795236376,-1.195955590213063,-1.555107874411478,1,0,2
UD. Kinan Buana,1.2683503154367295,-0.21405026605128388,0.6912737011960343,-0.9919929533387026,1,0,2
UD. Niken Lintang,-1.178532471785814,-0.2891594837616603,0.5442168732940267,-0.9321619929747202,0,1,2
UD. Lidya Pamungkas,1.1207281935761921,-0.046550608641696335,-0.19106726621601122,-1.0905380645264382,1,0,2
UD. Farid Agastya,-1.3866235539726026,-1.5256687924783847,-0.9263514057260491,1.0141039529830598,0,1,2
UD. Yumna Sentosa,-0.7045105596509953,-1.311578639885835,0.37265057407501784,-0.3549691988751254,0,1,2
UD. Yusuf Suryaputra,0.32835850040788594,-0.427091728983908,-0.16655779489900996,1.6335303661631126,1,0,2
UD. Krisna Trisula,1.1314160048871713,-0.38836566649617627,-1.2694840041640667,1.6053746201094738,1,0,2
UD. Heri Wiyata,-0.7106677200702232,-1.2122943954688739,1.4020483693890708,-1.1046159375532576,0,1,2
UD. Anang Baswara,0.03429926936753197,1.5556442172595488,-2.053787086308107,0.38059966677618745,0,1,2
UD. Gilang Galang,0.19426097183636426,1.1437938101480694,-1.392031360749073,0.01809443633558828,1,0,2
UD. Sekar Trijaya,-1.3391432405144295,-1.5459118494220914,1.0589157709510533,-1.3298619059823678,0,1,2
UD. Diyan Prawira,-1.3491940663251138,0.27857333972589954,-0.7057661638730377,0.9437145878489629,0,1,2
UD. Fajar Darussalam Lukita,-0.3452770955054891,-0.7904537838711709,-0.264595680167015,-1.3017061599287292,0,1,2
UD. Yumna Wira,1.559870756566426,-0.7400833560288657,0.1275558609050052,1.5912967470826547,1,0,2
UD. Sani Segar,-0.22953463360021786,1.6430725266176196,1.4265578407060722,1.1337658737110246,0,1,2
UD. Nazar Baruna,1.1893318980415517,-0.420168545456068,0.5197074019770254,-1.555107874411478,1,0,2
UD. Nazar Dwijaputra Dito,0.41905205663949957,-0.6428676052911394,0.6422547585620317,-1.1362911518636012,1,0,2
UD. Lutfi Reswara,-1.0869167509132567,-0.3089765831854536,0.42166951670902036,-0.9603177390283589,0,1,2
UD. Ujang Wibawa,1.0891113816607028,-1.0214275934037842,0.1275558609050052,1.0070650164696502,1,0,2
UD. Jafar Sanjaya,-0.25261657197899995,-0.7423337587911996,-0.16655779489900996,1.0035455482129452,0,1,2
UD. Xenia Nirbayu,0.004146425851857914,-0.31219838890586965,-0.9018419344090478,-0.20363206383681703,0,0,2
UD. Jihan Gatra,-1.1070209651199714,-1.5860506310942923,-0.3381240941180188,-1.0940575327831432,0,1,2
UD. Dewi Mandiri,-0.05141664787126159,1.3583376082038545,-1.5145787173340794,0.011055499822178587,0,1,2
UD. Fikri Jaladara,1.2074746362077038,0.41252288918223606,-0.1420483235820087,1.0668959768336326,1,0,2
UD. Lukman Wangi,-1.0517987152478716,-0.43350102991991085,-0.9998798196770529,0.9331561830788483,0,1,2
UD. Jasmin Prajurit,1.411476564349497,1.4790886743876936,-0.5587093359710301,-0.33385238933489636,1,0,2
UD. Ony Mayang,0.15746993402365358,0.590026912087227,-0.21557673753301249,0.4157943493432359,1,1,2
UD. Gema Prana,1.722959545324636,-1.6369713656167237,-0.19106726621601122,0.007536031565473742,1,0,2
UD. Celsi Cahyaningrat,-0.5914240344150562,-1.3815131007590244,1.3040104841210658,-0.6013319768444647,0,1,2
UD. Ucup Tirtayasa,1.658841829549283,1.0355013321202653,0.42166951670902036,0.7747801115271302,1,0,2
UD. Hilmiyah Tunggul,-0.6732159013218619,-1.5186435933222227,-1.6371260739190858,-0.4077612227256981,0,1,2
UD. Cipta Nawasena Qira,-0.5846694255265864,-1.2329235336578872,-1.6126166026020845,1.2569472626956941,0,1,2
UD. Ony Nawasena,1.486487830430752,0.2168524050827023,-0.6812566925560365,0.6164040399754122,1,0,2
UD. Livia Wijaya,-1.6834035184831808,-0.2430361609760758,0.2746126888070128,-1.4143291441432841,0,1,2
UD. Carissa Rejo,-1.284600807926265,1.6555148401810151,-1.2694840041640667,-0.4042417544689933,0,1,2
UD. Qisya Berkarya Pandu,-0.8588847278146563,-0.27956874654932184,1.1569536562190583,0.19758731742753544,0,1,2
UD. Ujang Kusumah Erlangga,0.1386459142390828,-0.7495534076256547,-1.392031360749073,0.4509890319102844,1,1,2
UD. Nina Sanjaya,-1.429527822170038,-1.0494910500539771,-1.955749201040102,-0.4992673974000241,0,1,2
UD. Jihan Prima,1.318211270681349,0.742907053611573,-0.1420483235820087,-0.20011259558011218,1,0,2
UD. Mira Kelana,1.1895039573433555,0.41622729645928563,-2.274372328161119,-0.9040062469210814,1,0,2
UD. Jaya Ayodya,1.5864608742839001,0.15224297683068508,0.9706816742098486,1.2991808817761523,1,0,2
UD. Niken Arya,0.15800331785924518,-0.3449771798018909,0.2746126888070128,-1.2207583900245176,1,0,2
UD. Sekar Siang,-0.23677869628977613,-0.8293194133200255,-0.24008620885001375,0.36652179374936805,0,1,2
UD. Hanafi Bagaskara,-1.445035490433247,-0.31785342235788444,1.0098968283170506,0.6656765955692799,0,1,2
UD. Gema Wijaksana,-0.49909701306716964,0.052762450963098916,-0.24008620885001375,0.9965066116995356,0,1,2
UD. Eddy Wira,-0.24802002603549408,0.6038605976421488,-1.2694840041640667,0.39467753980300685,0,1,2
UD. Marsel Gandewa,-1.0164862891798105,1.1589518670988446,0.8383305290980418,-1.4917574457907907,0,1,2
UD. Niken Ananta,-1.3800256288738606,1.2848802264200223,-1.392031360749073,0.5847288256650686,0,1,2
UD. Qyla Prana Balqis,-0.3043914123934703,1.6796272343644105,-0.4116525080690226,1.0880127863738616,0,1,2
UD. Prananda Manggala,-1.2706804782431007,1.2964829541804397,0.3236316314410153,-0.29161877025443816,0,1,2
UD. Qanita Mandiri,1.4050818156603317,-0.9229608126162562,-0.43616197938602386,0.6480792542857557,1,0,2
UD. Tania Madani,0.6179240550021954,-0.19574938094870364,-0.2891051514840163,-1.3896928663463501,1,0,2
UD. Wulan Sukma Fikri,0.6590297543703505,0.8775464767091585,0.42166951670902036,0.2609377460482227,1,0,2
UD. Chiko Tejakencana Pandu,0.6546623767735024,1.0934900306375268,-1.2204650615300643,1.4118038659907075,1,0,2
UD. Candra Kalbu,0.19241810688895997,0.6771693240559814,-1.3430124181150707,1.4786737628680995,1,1,2
UD. Delia Paseban,1.6094977843773166,0.7063221216213083,-0.6077282786050326,1.556102064515606,1,0,2
UD. Taufan Jatiwangi,0.2828857895265036,-1.177197003517552,-0.5587093359710301,-0.28809930199773337,1,0,2
UD. Kamil Nirmala,-1.723610848645748,-1.610001899765276,0.3481411027580166,0.37356073026277775,0,1,2
UD. Damar Wibawa,-0.9404503550437712,-0.9443066669564569,0.44617898802602163,1.7004002630405048,0,1,2
UD. Berlian Cempaka,1.1595660049131256,-0.9925482935381434,-0.6567472212390352,-0.295138238511143,1,0,2
UD. Riko Wening,0.2785879678176187,0.03408774339927818,0.3236316314410153,-1.533991064871249,1,0,2
UD. Fani Manik,-1.5518711378430183,0.5602849883588973,-0.1420483235820087,-1.7029255411930815,0,1,2
UD. Xenia Paningrat Najwa,-0.8163696065061941,-0.21333044997768907,-1.2204650615300643,-0.8089806039900506,0,1,2
UD. Wira Gatra,-0.5798759265950584,-0.12160149144858477,0.07853691827100268,1.7004002630405048,0,1,2
UD. Jay Wiyata,1.6343911045121091,-1.2378693189536056,1.4755767833400746,1.2675056674658087,1,0,2
UD. Lono Senopati,-0.44939530419762386,-0.5295016110738686,-0.21557673753301249,0.4509890319102844,0,1,2
UD. Via Wijapranata Yusuf,0.4320736510334549,1.3275069071826466,1.3775388980720695,0.7747801115271302,1,0,2
UD. Krisna Segar,1.3662824431035885,-1.616076972703517,0.201084274856009,1.6792834535002756,1,0,2
UD. Pasha Atma,0.35714292334878894,-0.7454881411992509,0.42166951670902036,0.31372976989879536,1,0,2
UD. Vidi Warna,-0.23493143833892152,-1.504998016695215,0.1569672264854067,-1.7064450094497865,0,1,2
UD. Gusti Sanjaya,-1.3671669416911874,0.08247047281273498,-1.4900692460170781,1.4118038659907075,0,1,2
UD. Pandu Adhi,0.9815593086049105,0.5263313973231879,-0.04401043831400365,1.330856096086496,1,0,2
UD. Zulkarnaen Agastya,1.5696027235433423,1.19261505176719,0.10304638958800394,1.4610764215845753,1,0,2
UD. Qanitah Nusa,-0.008967055530933047,0.7045407230286838,-1.4900692460170781,1.1513632149945487,0,1,2
UD. Wira Kamajaya,0.5944057449473494,0.3423482547752417,0.9118589430490456,0.06032805541604644,1,0,2
UD. Anisa Galuh,1.525083294410677,1.3956253066944724,-0.9753703483600517,1.373089715166954,1,0,2
UD. Iqra Abadi,1.5534719809574313,-1.2849493905186185,-1.392031360749073,-0.8406558183003943,1,0,2
UD. Ucup Jatiwangi,0.1711281478342828,1.6907814597146775,1.132444184902057,-0.32681345282148666,1,0,2
UD. Desi Tirta,1.6199758297735434,-0.2580112520520223,-0.21557673753301249,0.12015901578002883,1,0,2
UD. Lukita Panji,-0.9667818712914705,0.4719955346465591,0.6667642298790329,0.4685863731938086,0,1,2
UD. Okta Tejakencana,-0.18071408800607977,0.043018197138803616,-0.01950096699700238,1.34845343737002,0,1,2
UD. Farhan Sukarela Qomar,0.9318843238396874,-0.036890616344661425,0.22559374617301026,-0.8265779452735749,1,0,2
UD. Qamar Bahagia,-0.10603852060515255,1.4149810108490113,0.07853691827100268,1.3906870564504783,0,1,2
UD. Ina Sumirat,0.30813860377697966,-0.9829228231042838,0.10304638958800394,-1.4776795727639713,1,0,2
UD. Lidya Cinta,-0.7047455853355867,0.45850389734820013,0.3236316314410153,-0.3021771750245527,0,1,2
